,cell.name,PC1.pos,PC1.neg,PC1.score,PC2.pos,PC2.neg,PC2.score,PC3.pos,PC3.neg,PC3.score,PC4.pos,PC4.neg,PC4.score,PC5.pos,PC5.neg,PC5.score,PC6.pos,PC6.neg,PC6.score,PC7.pos,PC7.neg,PC7.score,PC8.pos,PC8.neg,PC8.score,PC9.pos,PC9.neg,PC9.score,PC10.pos,PC10.neg,PC10.score,PC11.pos,PC11.neg,PC11.score,PC12.pos,PC12.neg,PC12.score,PC13.pos,PC13.neg,PC13.score,PC14.pos,PC14.neg,PC14.score,PC15.pos,PC15.neg,PC15.score,PC16.pos,PC16.neg,PC16.score,PC17.pos,PC17.neg,PC17.score,PC18.pos,PC18.neg,PC18.score,PC19.pos,PC19.neg,PC19.score,PC20.pos,PC20.neg,PC20.score,PC21.pos,PC21.neg,PC21.score,PC22.pos,PC22.neg,PC22.score,PC23.pos,PC23.neg,PC23.score,PC24.pos,PC24.neg,PC24.score,PC25.pos,PC25.neg,PC25.score,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
168,HSC02_a_p3c4r1_J11,0.26895425764297,0.205011857878052,0.063942399764918,0.387220349496924,0.199854491016535,0.187365858480388,0.221932603520361,0.30887119882172,-0.0869385953013586,0.28016020251004,0.214506663297338,0.0656535392127021,0.196449677261433,0.381350862430155,-0.184901185168722,0.221903486574301,0.304838518805822,-0.0829350322315205,0.37231762684399,0.261962276834122,0.110355350009867,0.171612970004389,0.422035028877881,-0.250422058873491,0.423782331324188,0.188731422393409,0.235050908930779,0.18678144325953,0.387834650402654,-0.201053207143123,0.265095670536525,0.361694083656413,-0.096598413119888,0.325879395296952,0.183611044698648,0.142268350598303,0.230189908396792,0.292087625079022,-0.0618977166822299,0.311953898614731,0.344805180719104,-0.0328512821043737,0.225599889507742,0.313186439132609,-0.0875865496248669,0.192077723920198,0.311041562989249,-0.118963839069051,0.275706654537182,0.278062005112319,-0.00235535057513708,0.304657270108748,0.353300208700046,-0.0486429385912977,0.345073554190279,0.256964053691408,0.088109500498871,0.351444416798252,0.146067146522937,0.205377270275314,0.366960926047197,0.193455419057994,0.173505506989203,0.294054114403358,0.249291074912598,0.0447630394907596,0.169834811696163,0.477359112122941,-0.307524300426778,0.28057603079456,0.210426868327999,0.0701491624665614,0.289563706531644,0.34625360361312,-0.0566898970814762,-8.77206999488507,5.55710599587069,-5.35737818156678,5.9743234150027,-5.61455856470681,-4.05581302843983,-1.27031996563637,-9.15551314704158,7.50866179985036,-3.28174784966149,-5.85276972013765,4.74542947599556,2.11543504537893,-0.639953952008932,1.83674724571335,-4.88462507974638,-0.854355146988639,-2.82267591850151,5.17683111516223,3.49290470197227,0.329341108532278,-1.39646182075019,-0.289980836806431,-1.16144125284832,0.264381948225505
169,HSC02_a_p3c4r2_B12,0.194662460206175,0.164287238103703,0.0303752221024718,0.273662789558065,0.291574948867274,-0.0179121593092092,0.492784409118571,0.159892472495596,0.332891936622975,0.185970051209072,0.354221050897362,-0.16825099968829,0.296655644412266,0.192908501012589,0.103747143399677,0.156392905963911,0.295225563139149,-0.138832657175238,0.444264790626004,0.117519916790182,0.326744873835821,0.177317974996986,0.451317264437628,-0.273999289440642,0.222150814003478,0.330613585273419,-0.108462771269941,0.344232566154383,0.218806325417085,0.125426240737299,0.253253085638421,0.329251977378437,-0.0759988917400153,0.188564682185276,0.343610538922084,-0.155045856736809,0.367707264865145,0.169003037799861,0.198704227065284,0.191987746261422,0.433590520020714,-0.241602773759291,0.205062481128313,0.301760743602225,-0.0966982624739116,0.244833533205899,0.258590433917795,-0.0137569007118969,0.317658598719848,0.336704916514661,-0.0190463177948125,0.215671612778491,0.301557644385403,-0.0858860316069127,0.205610269098687,0.31443319514585,-0.108822926047163,0.177286575167812,0.289999490368097,-0.112712915200286,0.282056428500481,0.3129953180579,-0.0309388895574195,0.307649276096633,0.189588458360062,0.118060817736571,0.143641067646684,0.342075198738456,-0.198434131091772,0.356547379109311,0.156420086806732,0.200127292302579,0.265380682016314,0.282104586265644,-0.0167239042493296,-14.3152088563629,1.35521560290589,11.0088661151997,-7.15779959088316,7.46187654994767,-4.35163481082077,11.7005176824074,-6.58544730727454,-4.12996442984926,7.00692253631209,-1.91174035814845,-6.65526402557979,7.27747603029675,-9.45520467727682,-4.15680928984992,0.628781025374447,-4.24382718006451,-5.25070388556583,-1.60743208360216,-5.25434547318638,0.632962325380511,0.358796743917526,-0.738425388329362,-0.239447342632156,-0.066030426439454
170,HSC02_a_p3c4r3_L12,0.250023691116147,0.167854818449755,0.0821688726663914,0.365713695847227,0.368935668376627,-0.00322197252940004,0.321751945451184,0.255391110374818,0.0663608350763654,0.142656553810503,0.501259446094565,-0.358602892284062,0.207814845576048,0.358256882808556,-0.150442037232508,0.370759542748025,0.220535109380206,0.150224433367819,0.377747742220653,0.177423862704651,0.200323879516002,0.241218982406539,0.403253982902414,-0.162035000495875,0.229222051092469,0.485913688639543,-0.256691637547074,0.322691631425194,0.234750183006502,0.0879414484186916,0.409304512160255,0.191521323211422,0.217783188948833,0.270771548397911,0.349536134698799,-0.0787645863008878,0.412651904122362,0.209181462318309,0.203470441804053,0.233709958215158,0.406020490628367,-0.17231053241321,0.306737760234917,0.225848332987504,0.0808894272474138,0.286173995376327,0.270796172804981,0.0153778225713458,0.364761640785279,0.291178597229816,0.0735830435554624,0.35997123915606,0.258679058363235,0.101292180792826,0.288136585403911,0.338979730568954,-0.0508431451650431,0.301411822991606,0.253960773269808,0.0474510497217976,0.373996139249771,0.304702198712805,0.0692939405369666,0.292544014112762,0.337203680597834,-0.0446596664850718,0.207764490575733,0.429605427049124,-0.221840936473392,0.41361323387401,0.208898693350562,0.204714540523448,0.214984651069108,0.366676330683964,-0.151691679614856,-5.75369210499479,1.83542261692383,-0.0528528943199328,-15.3520857179444,-2.93561903007265,4.75617268059864,6.19168467927975,-5.40213896671718,-9.83421294698104,5.63329972606217,12.4733041289823,-4.67015597160445,6.20560484696825,-11.2548991718308,0.348646001843583,-0.889867836938058,-1.18537117900559,0.211740016563257,-0.819999384275025,-5.27337820822603,4.32738840802268,0.591118986206993,-2.74835748629925,0.611958052148636,-2.19516297732737
171,HSC02_a_p3c4r4_H13,0.248319481677797,0.182564394325662,0.0657550873521342,0.26368898911864,0.255790544395374,0.00789844472326656,0.23538917593849,0.255694280085068,-0.0203051041465775,0.315702131641743,0.185965574556537,0.129736557085206,0.369024907298527,0.214228340331946,0.154796566966581,0.23284496649219,0.34422507703007,-0.111380110537881,0.387038753948276,0.211245846786251,0.175792907162025,0.353291517847772,0.174406347750297,0.178885170097475,0.33228363330507,0.191869694158518,0.140413939146552,0.222218788546029,0.265751706948186,-0.0435329184021562,0.500654485943418,0.208693395451849,0.29196109049157,0.194345115031837,0.332568737905894,-0.138223622874058,0.221350725621975,0.279424881499365,-0.0580741558773906,0.418167554994993,0.128371534713571,0.289796020281422,0.242412795530086,0.268799994452799,-0.0263871989227131,0.236116300098307,0.270202021379499,-0.0340857212811923,0.427742603175164,0.202973394990184,0.22476920818498,0.263071698517777,0.358773725123547,-0.0957020266057694,0.261434264669047,0.355137018680917,-0.0937027540118696,0.275107348664231,0.199006197402599,0.0761011512616321,0.390034886358152,0.176715514792005,0.213319371566147,0.21094339835994,0.321142379113338,-0.110198980753398,0.192207388355889,0.415393596898777,-0.223186208542888,0.317592097635016,0.182744836567107,0.134847261067908,0.283066042700754,0.332017742938981,-0.0489517002382271,-9.35833568461662,-0.222092081224217,-1.08951529995142,1.15450261025997,7.88682031863955,-9.90510464702059,1.5751736319211,6.78458252666236,4.31306736830063,-1.9615168731336,11.214754416212,-7.78746115184992,-1.86188009816211,12.5264091221524,-0.425295643466299,-1.13457212741995,1.9971964045698,-1.67476719796553,0.206556761732409,0.299270629716578,3.40131201240383,-1.1542126382122,-0.842586414531001,-0.626860337333455,-0.00293481307327736
172,HSC02_a_p3c4r5_A14,0.282884728661091,0.205802193297226,0.0770825353638652,0.236426458182013,0.347523748719429,-0.111097290537416,0.353566370850812,0.280840578719091,0.0727257921317211,0.226207675717216,0.291894168370365,-0.0656864926531488,0.215351498279061,0.425951603525411,-0.21060010524635,0.147121522498549,0.350193471112837,-0.203071948614289,0.285437163617416,0.30584398234954,-0.0204068187321249,0.34851983460846,0.380049292496987,-0.0315294578885275,0.393901872407235,0.340122740353811,0.053779132053424,0.39731964178387,0.269972791357795,0.127346850426075,0.445896633417471,0.334143511265496,0.111753122151975,0.331268321198909,0.278635902784257,0.0526324184146517,0.288334629145912,0.464661352828783,-0.176326723682871,0.439967260894339,0.270311655518332,0.169655605376007,0.279700066865432,0.311269993353845,-0.0315699264884127,0.220615724163566,0.361777972534372,-0.141162248370806,0.362677931798066,0.376279997382029,-0.0136020655839622,0.391608369880128,0.313242670711841,0.0783656991682867,0.373281533899634,0.290786567793779,0.082494966105855,0.325588997508932,0.289136392605968,0.0364526049029636,0.39803474217834,0.228724900376026,0.169309841802313,0.319133095966116,0.359746109745817,-0.0406130137797002,0.303846572798003,0.483688931661109,-0.179842358863106,0.380574404787119,0.145053619069089,0.23552078571803,0.287091852422727,0.397020791192347,-0.10992893876962,1.86956282497119,-2.19527880912106,5.11290871826044,-1.93697436866217,-4.84438232484812,-8.31851512115628,-6.34634676842471,0.569632890868246,1.75596021073363,4.28808492677145,2.34194444295881,-5.71511228177781,-11.0317791387562,3.36185760714507,-1.51519557148724,-4.10285555120143,-2.62713094983128,2.00370915030341,4.04277192930233,-0.608282944470134,8.71739000923798,0.252685183236347,-2.62966892028929,0.00558473239732234,-1.40049530208921
173,HSC02_a_p3c4r8_O15,0.247943324438861,0.164308090862748,0.0836352335761132,0.293602434030904,0.242403538347814,0.0511988956830899,0.298189030139594,0.232011476521007,0.0661775536185876,0.211089474062655,0.225318809159198,-0.0142293350965434,0.190315527718713,0.221214832825792,-0.0308993051070788,0.222836566479416,0.19496539248156,0.0278711739978559,0.235186794851322,0.306670903777688,-0.0714841089263664,0.256838736820751,0.219742092762059,0.037096644058692,0.309744586832047,0.187963339706899,0.121781247125149,0.22815379957372,0.293204325482597,-0.0650505259088772,0.250069064766783,0.287268602452518,-0.0371995376857349,0.252738736721541,0.219915916735953,0.0328228199855883,0.293123684591592,0.145034084664693,0.148089599926899,0.185574527703589,0.239328780525394,-0.053754252821805,0.306617162164793,0.273851538839497,0.032765623325296,0.286831383464063,0.274053485610264,0.0127778978537993,0.250283372243949,0.293531928334195,-0.043248556090246,0.317244370116752,0.278281943912733,0.0389624262040199,0.201135978951487,0.301138339782422,-0.100002360830935,0.297385428894501,0.21519559673775,0.0821898321567509,0.257071181935934,0.265316363118451,-0.00824518118251666,0.200787041137145,0.277114844617744,-0.0763278034805985,0.464702694404027,0.147996476051212,0.316706218352815,0.130010739857067,0.360956463839946,-0.230945723982879,0.151394425684979,0.505658005398863,-0.354263579713884,-14.6770360134219,1.59208133430526,0.149086634863673,-1.21998211265059,-1.17378160211674,0.656741969731755,-1.4203450970637,0.0525262656434426,0.862988555690657,0.88323485375155,0.689258840815655,-1.44706255403256,0.771303259390586,-1.41793759647986,1.17914680042988,0.685330244874728,-0.0462648411743838,0.657882392714028,-1.55434909055796,-2.19559813956287,-0.247047451023711,-4.93030468715814,18.688485945565,-18.9550750075255,-13.6010871516199
174,HSC02_a_p3c5r1_K11,0.405555950069836,0.106999025749937,0.298556924319899,0.251452917081357,0.337079410218053,-0.0856264931366957,0.2796488164183,0.358390077366694,-0.0787412609483937,0.306343789943841,0.31970039488485,-0.0133566049410088,0.145421324367134,0.396953574206565,-0.251532249839431,0.351451830353373,0.284426796705509,0.0670250336478634,0.359682770881952,0.392807561798337,-0.0331247909163851,0.2130660984878,0.461112657223198,-0.248046558735397,0.469438100524757,0.250832458573747,0.21860564195101,0.147109439903939,0.476040734551379,-0.32893129464744,0.23223120843184,0.383024682046941,-0.150793473615101,0.273188261464533,0.285987863016047,-0.0127996015515134,0.344659563841669,0.351118410278006,-0.00645884643633693,0.39246615587418,0.298210057250866,0.0942560986233137,0.300055792217618,0.32702219044984,-0.0269663982322224,0.434045993057458,0.231976335470561,0.202069657586897,0.400556740535388,0.299828371168985,0.100728369366403,0.37555236808995,0.418738775365116,-0.0431864072751664,0.38489004496108,0.289927622105492,0.0949624228555878,0.325611306092931,0.299587330998198,0.0260239750947322,0.394337822302085,0.244398357491095,0.14993946481099,0.309798300789278,0.39126450810347,-0.0814662073141924,0.13682987320765,0.368065577728269,-0.231235704520619,0.349179110529767,0.243524999693223,0.105654110836544,0.307647529182531,0.397031864881829,-0.089384335699298,3.84836952026822,-1.93447577725802,-4.86581449167475,-2.05994365170264,-6.07752722021742,-0.274714746919448,-5.11845825663186,-6.71429339987302,6.50895781549871,-11.4053222962012,-8.30027444551581,-2.48399640865286,-4.95754348205678,2.98513013908744,-5.17150600953407,6.57808213346261,-0.738260799622695,-0.556262607020176,6.24986348332326,-5.06882403127168,3.42881363257447,-2.38195380129702,-1.12914814419898,-1.05182825911793,-0.999360902489494
175,HSC02_a_p3c5r3_M12,0.314277486080239,0.193583272510765,0.120694213569474,0.22389708804065,0.508706885184925,-0.284809797144275,0.356738912513879,0.255554258560212,0.101184653953667,0.423367360079839,0.274215516016937,0.149151844062902,0.213905359644014,0.332466116762779,-0.118560757118765,0.285742628088234,0.161581553015801,0.124161075072433,0.497089742540991,0.172334168538971,0.324755574002021,0.287367289900033,0.397123806552196,-0.109756516652162,0.255609994737265,0.361367518911339,-0.105757524174074,0.394233041406887,0.245145128464772,0.149087912942115,0.320262884096971,0.31763691912786,0.00262596496911149,0.314927924916652,0.334487611089476,-0.019559686172824,0.381792065789722,0.249606746610888,0.132185319178835,0.331561751790981,0.36125647552263,-0.0296947237316487,0.300541704424204,0.29106142735856,0.00948027706564403,0.289730561842487,0.345654828761908,-0.0559242669194212,0.290069089895876,0.288143388892819,0.00192570100305689,0.207169169658802,0.421180033634909,-0.214010863976107,0.320199196508762,0.450011907456433,-0.129812710947671,0.230778770906255,0.324432144398034,-0.093653373491779,0.357858473082064,0.289179607188684,0.0686788658933798,0.397015699043343,0.309351936589398,0.0876637624539443,0.166307120936194,0.437022756611143,-0.270715635674949,0.357026263806173,0.23108537431187,0.125940889494302,0.301963358445342,0.297580085549558,0.00438327289578361,-1.46012046636846,-12.2281998542239,6.50128258208161,4.88792123709944,-4.08934941003717,6.26767505843282,8.41319307884097,-1.50632668205143,-1.15108635803594,5.39757294212806,4.81409904912119,-0.100631745541782,4.65068944072012,-8.09245930036564,-1.02512304679783,-1.38243131300387,-3.08641228191213,-3.89147872662855,-0.581233679469353,-2.81238411808782,2.74954260318995,-1.16633545337548,-0.373371698066814,0.51589624998636,1.20262765581519
176,HSC02_a_p3c5r4_I13,0.305189782127946,0.206891065741281,0.0982987163866651,0.356838031100972,0.199541087312597,0.157296943788375,0.324614041986625,0.28491059605524,0.0397034459313843,0.249726402582849,0.351846373806938,-0.102119971224089,0.356345015786563,0.340551311802869,0.0157937039836946,0.288291842926836,0.319164238426871,-0.0308723955000347,0.398795631666534,0.29819020942217,0.100605422244364,0.364506602342774,0.215015075842811,0.149491526499963,0.426949119399625,0.238416297177339,0.188532822222285,0.33469485213409,0.277296152648681,0.0573986994854085,0.441372589765239,0.224583184091503,0.216789405673736,0.311622279073345,0.175671186049319,0.135951093024026,0.219928234130445,0.38492630517916,-0.164998071048715,0.39131067973778,0.183144542459506,0.208166137278273,0.233148306892059,0.208193332955354,0.0249549739367044,0.337134804857121,0.246483801142462,0.090651003714659,0.400785470643233,0.215222697633471,0.185562773009762,0.339064387943587,0.365598895328718,-0.0265345073851315,0.346508616544584,0.246800253935234,0.0997083626093504,0.379116882084241,0.194314836133635,0.184802045950606,0.327399583100279,0.297575030372401,0.0298245527278778,0.309614579976961,0.288644783568457,0.0209697964085046,0.212768652798891,0.384636416488338,-0.171867763689447,0.442887011288229,0.209859934536432,0.233027076751797,0.349506580949866,0.320348269635453,0.0291583113144132,-2.68148716322097,4.37897536886784,0.792417233525847,-4.81498713258106,2.22333566128737,-2.16274797812702,3.27369178901192,10.3473187269415,8.39306155522795,3.74730041897038,8.49276458506602,2.66518113249485,-6.64779122041076,5.95248438336493,-2.07791731301481,3.06573716345904,3.47455953016786,-1.30184175159483,6.46151297959824,1.3403792548944,2.52024854169676,0.719224632065956,-1.30391557850843,0.480375187847352,2.76376116134324
177,HSC02_a_p3c5r6_L14,0.363935619215639,0.20917056310773,0.15476505610791,0.402270530376879,0.29214101771536,0.110129512661519,0.408638638961726,0.302723926143442,0.105914712818284,0.244694411351047,0.327941442483921,-0.0832470311328743,0.274113672573244,0.419841081723095,-0.14572740914985,0.252687224241351,0.269216384379327,-0.0165291601379762,0.253343698150362,0.318045408022631,-0.0647017098722686,0.306040370374986,0.190380713461588,0.115659656913399,0.217854238951235,0.40816448275816,-0.190310243806925,0.314084844270888,0.27678291621698,0.0373019280539075,0.336375552560594,0.285808290273534,0.0505672622870599,0.27989324609483,0.318243114482991,-0.0383498683881616,0.208907190812999,0.376657866696028,-0.167750675883029,0.309055359171257,0.342880068112992,-0.0338247089417347,0.381214856745446,0.246467532294884,0.134747324450562,0.249781711893003,0.438372082218025,-0.188590370325023,0.251615875671907,0.327739226963409,-0.0761233512915028,0.343808824166698,0.294273349308872,0.0495354748578256,0.28921805247988,0.270193637204146,0.0190244152757341,0.292413523944491,0.198988916137464,0.093424607807027,0.44348156818394,0.146409570749857,0.297071997434083,0.285862739485359,0.364771705154324,-0.0789089656689655,0.21348290046944,0.34217043114535,-0.128687530675909,0.420784911881968,0.165715994220707,0.255068917661261,0.178974912112443,0.365956450030574,-0.186981537918132,-8.65685904715662,4.31405512230258,1.50288796280119,-8.8118777834709,-7.13657290756722,-3.23531219938908,-7.79095325840937,6.91591084443911,-9.06170590567828,-1.37686350375043,5.50588892101912,-2.69862933500842,-11.1774004529562,-4.20346593559844,6.38890969929103,-5.08124452009674,-3.70441306522906,-0.457160284495053,1.27643877901464,-1.83380844629149,9.22776422132227,-1.81318200430223,-2.15075038860284,0.183035542426691,-1.32327034692563
